CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,DECAYED,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,height_km,latitude,longitude,velocity_kms,id
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-10-13T04:16:08,18 SPCS,STARLINK-30,2019-029K,EARTH,TEME,UTC,SGP4,2020-10-13T02:56:59.566560,16.43170483,0.0003711,52.9708,332.0356,120.7278,242.0157,0,U,44244,999,7775,0.0022139,0.47180237,1.2426e-05,6535.519,87.635,159.809,154.958,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-10-13,1,2850561,163365918,0 STARLINK-30,1 44244U 19029K   20287.12291165  .47180237  12426-4  22139-2 0  9995,2 44244  52.9708 332.0356 0003711 120.7278 242.0157 16.43170483 77756,,,,,5eed770f096e59000698560d
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-28T19:26:08,18 SPCS,STARLINK-74,2019-029BL,EARTH,TEME,UTC,SGP4,2020-09-28T18:35:08.710368,16.29892189,0.0002076,52.9971,48.1405,323.1313,37.5805,0,U,44293,999,7653,0.0024534,0.1135935,1.2115e-05,6570.966,88.349,194.195,191.467,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-29,1,2837086,162391575,0 STARLINK-74,1 44293U 19029BL  20272.77440637  .11359350  12115-4  24534-2 0  9995,2 44293  52.9971  48.1405 0002076 323.1313  37.5805 16.29892189 76534,,,,,5eed770f096e59000698560e
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-10-13T17:46:09,18 SPCS,STARLINK-29,2019-029J,EARTH,TEME,UTC,SGP4,2020-10-13T17:09:39.946752,16.50981164,0.0008105,52.9786,228.8138,330.1078,31.0927,0,U,44243,999,7928,0.00010982,0.11982673,1.2791e-05,6514.89,87.22,142.035,131.474,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-10-13,1,2851295,163381397,0 STARLINK-29,1 44243U 19029J   20287.71504568  .11982673  12791-4  10982-3 0  9997,2 44243  52.9786 228.8138 0008105 330.1078  31.0927 16.50981164 79283,,,,,5eed770f096e59000698560f
2.0,GENERATED VIA SPACE-TRACK.ORG API,2021-09-26T14:36:11,18 SPCS,STARLINK-76,2019-029BE,EARTH,TEME,UTC,SGP4,2021-09-26T14:04:34.023360,16.43523148,0.0003663,52.9578,116.726,96.3451,319.5267,0,U,44287,999,13263,0.0014077,0.3267113,1.2458e-05,6534.584,87.617,158.843,154.056,PAYLOAD,LARGE,US,2019-05-24,AFETR,2021-09-26,1,3129087,185524941,0 STARLINK-76,1 44287U 19029BE  21269.58650490  .32671130  12458-4  14077-2 0  9991,2 44287  52.9578 116.7260 0003663  96.3451 319.5267 16.43523148132637,,,,,5eed770f096e590006985610
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-02T18:57:38,18 SPCS,STARLINK-23,2019-029C,EARTH,TEME,UTC,SGP4,2020-09-02T05:50:39.789312,16.40837491,0.0004551,52.9945,186.9776,271.9057,198.4437,0,U,44237,999,7120,0.0015299,0.23336896,1.2391e-05,6541.712,87.76,166.554,160.6,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-02,1,2813120,160599026,0 STARLINK-23,1 44237U 19029C   20246.24351608 +.23336896 +12391-4 +15299-2 0  9992,2 44237 052.9945 186.9776 0004551 271.9057 198.4437 16.40837491071205,,,,,5eed770f096e590006985611
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-08-09T19:11:44,18 SPCS,STARLINK-22,2019-029B,EARTH,TEME,UTC,SGP4,2020-08-09T13:16:33.420576,16.42066597,0.0004178,52.9807,260.6619,316.6235,43.5158,0,U,44236,999,6921,0.0017311,0.30875389,1.2472e-05,6538.447,87.694,163.044,157.581,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-08-09,1,2798784,159069947,0 STARLINK-22,1 44236U 19029B   20222.55316459 +.30875389 +12472-4 +17311-2 0  9994,2 44236 052.9807 260.6619 0004178 316.6235 043.5158 16.42066597069218,,,,,5eed770f096e590006985612
2.0,GENERATED VIA SPACE-TRACK.ORG API,2021-04-10T10:26:10,18 SPCS,STARLINK-26,2019-029F,EARTH,TEME,UTC,SGP4,2021-04-10T10:04:00.819552,16.41561846,0.0004843,52.9634,161.2403,7.8568,353.8836,0,U,44240,999,10601,0.0012328,0.20637293,1.2492e-05,6539.788,87.721,164.82,158.486,PAYLOAD,LARGE,US,2019-05-24,AFETR,2021-04-10,1,3013724,175267022,0 STARLINK-26,1 44240U 19029F   21100.41945393  .20637293  12492-4  12328-2 0  9999,2 44240  52.9634 161.2403 0004843   7.8568 353.8836 16.41561846106011,,,,,5eed770f096e590006985613
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-26T00:36:08,18 SPCS,STARLINK-27,2019-029G,EARTH,TEME,UTC,SGP4,2020-09-25T23:58:24.572928,16.44528987,0.0005013,52.9952,62.9276,292.5876,67.3813,0,U,44241,999,7502,0.00090269,0.27533098,1.2522e-05,6531.919,87.563,157.058,150.509,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-26,1,2834145,162165742,0 STARLINK-27,1 44241U 19029G   20269.99889552  .27533098  12522-4  90269-3 0  9992,2 44241  52.9952  62.9276 0005013 292.5876  67.3813 16.44528987 75025,,,,,5eed770f096e590006985614
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-08-23T05:06:09,18 SPCS,STARLINK-58,2019-029AM,EARTH,TEME,UTC,SGP4,2020-08-23T03:09:46.298304,16.49769755,0.0010115,53.006,191.4104,188.7689,171.4914,0,U,44270,999,7027,0.0001307,0.12051508,1.2468e-05,6518.078,87.284,146.536,133.35,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-08-23,1,2806775,159934884,0 STARLINK-58,1 44270U 19029AM  20236.13178586  .12051508  12468-4  13070-3 0  9991,2 44270  53.0060 191.4104 0010115 188.7689 171.4914 16.49769755 70270,,,,,5eed770f096e590006985615
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-08-29T09:36:09,18 SPCS,TINTIN A,2018-020B,EARTH,TEME,UTC,SGP4,2020-08-29T07:40:05.480832,16.40201759,0.0015282,97.4245,260.1382,265.467,95.5903,0,U,43216,999,14020,0.0016505,0.26379725,2.565e-06,6543.402,87.794,175.267,155.268,PAYLOAD,LARGE,US,2018-02-22,AFWTR,2020-08-29,1,2810670,160342842,0 TINTIN A,1 43216U 18020B   20242.31950788  .26379725  25650-5  16505-2 0  9991,2 43216  97.4245 260.1382 0015282 265.4670  95.5903 16.40201759140202,,,,,5eed770f096e590006985616
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-08-08T05:36:08,18 SPCS,TINTIN B,2018-020C,EARTH,TEME,UTC,SGP4,2020-08-08T00:27:11.780640,16.48446726,0.0015584,97.4319,238.058,250.5191,169.7925,0,U,43217,999,13685,0.00047877,0.36665659,2.6093e-06,6521.566,87.354,153.594,133.267,PAYLOAD,LARGE,US,2018-02-22,AFWTR,2020-08-08,1,2797813,158988627,0 TINTIN B,1 43217U 18020C   20221.01888635  .36665659  26093-5  47877-3 0  9991,2 43217  97.4319 238.0580 0015584 250.5191 169.7925 16.48446726136854,,,,,5eed770f096e590006985617
2.0,GENERATED VIA SPACE-TRACK.ORG API,2021-06-26T08:46:10,18 SPCS,STARLINK-68,2019-029AW,EARTH,TEME,UTC,SGP4,2021-06-26T07:23:35.632320,16.34670081,0.0004973,52.9689,175.4485,244.1786,116.152,0,U,44279,999,11756,0.002711,0.20332303,1.2183e-05,6558.156,88.091,183.283,176.76,PAYLOAD,LARGE,US,2019-05-24,AFETR,2021-06-26,1,3063138,179775363,0 STARLINK-68,1 44279U 19029AW  21177.30805130  .20332303  12183-4  27110-2 0  9993,2 44279  52.9689 175.4485 0004973 244.1786 116.1520 16.34670081117568,,,,,5eed770f096e590006985618
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-10-01T07:56:08,18 SPCS,STARLINK-31,2019-029A,EARTH,TEME,UTC,SGP4,2020-10-01T07:31:19.437888,16.46847225,0.0009041,52.9736,36.3928,295.9879,160.3065,0,U,44235,999,7697,0.00018159,0.09808971,1.2623e-05,6525.788,87.439,153.553,141.753,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-10-01,1,2839167,162539263,0 STARLINK-31,1 44235U 19029A   20275.31341942  .09808971  12623-4  18159-3 0  9999,2 44235  52.9736  36.3928 0009041 295.9879 160.3065 16.46847225 76971,,,,,5eed770f096e590006985619
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-08-21T07:56:08,18 SPCS,STARLINK-28,2019-029H,EARTH,TEME,UTC,SGP4,2020-08-21T07:11:00.591360,16.52223162,0.000603,52.9881,190.9995,255.8328,104.4665,0,U,44242,999,7008,0.00010198,0.13214775,1.2681e-05,6511.624,87.155,137.416,129.563,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-08-21,1,2805764,159809210,0 STARLINK-28,1 44242U 19029H   20234.29931240  .13214775  12681-4  10198-3 0  9992,2 44242  52.9881 190.9995 0006030 255.8328 104.4665 16.52223162 70086,,,,,5eed770f096e59000698561a
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-07-29T01:26:11,18 SPCS,STARLINK-61,2019-029Q,EARTH,TEME,UTC,SGP4,2022-07-29T00:44:35.084832,16.34444947,0.0003573,52.942,215.1003,169.2727,297.285,0,U,44249,999,17719,0.0035232,0.25740958,1.2156e-05,6558.759,88.103,182.967,178.28,PAYLOAD,LARGE,US,2019-05-24,AFETR,2022-07-29,1,3524062,209043172,0 STARLINK-61,1 44249U 19029Q   22210.03096163  .25740958  12156-4  35232-2 0  9995,2 44249  52.9420 215.1003 0003573 169.2727 297.2850 16.34444947177195,,,,,5eed7713096e59000698561b
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-04T05:36:09,18 SPCS,STARLINK-34,2019-029P,EARTH,TEME,UTC,SGP4,2020-09-02T21:35:24.900000,16.46912557,0.0003683,52.9949,139.2923,270.312,109.3827,0,U,44248,999,7185,0.0010158,0.4994095,1.2557e-05,6525.615,87.436,149.883,145.077,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-03,1,2813952,160681636,0 STARLINK-34,1 44248U 19029P   20246.89959375  .49940950  12557-4  10158-2 0  9993,2 44248  52.9949 139.2923 0003683 270.3120 109.3827 16.46912557 71853,,,,,5eed7714096e59000698561c
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-16T03:06:09,18 SPCS,STARLINK-37,2019-029S,EARTH,TEME,UTC,SGP4,2020-09-16T01:21:06.048000,16.36747412,0.000955,52.9632,112.3361,277.6232,82.3871,0,U,44251,999,7337,0.00032764,0.03126518,1.2276e-05,6552.606,87.979,180.728,168.213,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-16,1,2824445,161469685,0 STARLINK-37,1 44251U 19029S   20260.05632000  .03126518  12276-4  32764-3 0  9996,2 44251  52.9632 112.3361 0009550 277.6232  82.3871 16.36747412 73370,,,,,5eed7714096e59000698561d
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-08-29T04:46:09,18 SPCS,STARLINK-33,2019-029N,EARTH,TEME,UTC,SGP4,2020-08-29T03:01:31.755936,16.51840845,0.000774,52.9823,151.0046,270.8593,89.275,0,U,44247,999,7137,0.00013439,0.16714812,1.2698e-05,6512.629,87.175,139.535,129.453,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-08-29,1,2810461,160338188,0 STARLINK-33,1 44247U 19029N   20242.12606199  .16714812  12698-4  13439-3 0  9999,2 44247  52.9823 151.0046 0007740 270.8593  89.2750 16.51840845 71372,,,,,5eed7714096e59000698561e
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-01T10:06:10,18 SPCS,STARLINK-25,2019-029E,EARTH,TEME,UTC,SGP4,2020-09-01T07:12:09.420192,16.43061467,0.0002866,53.0083,191.8643,256.419,224.7475,0,U,44239,999,7098,0.0037768,0.76604941,1.2441e-05,6535.808,87.641,159.546,155.8,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-01,1,2812380,160503762,0 STARLINK-25,1 44239U 19029E   20245.30010903  .76604941  12441-4  37768-2 0  9998,2 44239  53.0083 191.8643 0002866 256.4190 224.7475 16.43061467 70987,,,,,5eed7714096e59000698561f
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-18T08:56:08,18 SPCS,STARLINK-39,2019-029U,EARTH,TEME,UTC,SGP4,2020-09-17T01:30:54.141696,16.34792538,0.0010403,52.9927,108.7029,283.3728,218.5631,0,U,44253,999,7357,0.00028261,0.02181884,1.2221e-05,6557.828,88.084,186.515,172.871,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-18,1,2826965,161623552,0 STARLINK-39,1 44253U 19029U   20261.06312664  .02181884  12221-4  28261-3 0  9994,2 44253  52.9927 108.7029 0010403 283.3728 218.5631 16.34792538 73578,,,,,5eed7714096e590006985620
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-16T02:46:09,18 SPCS,STARLINK-36,2019-029R,EARTH,TEME,UTC,SGP4,2020-09-15T22:00:01.999584,16.26094342,0.0009234,52.9869,115.1258,267.0021,304.7602,0,U,44250,999,7336,0.0001169,0.00384114,1.1978e-05,6581.193,88.555,209.135,196.981,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-15,1,2824441,161469681,0 STARLINK-36,1 44250U 19029R   20259.91668981  .00384114  11978-4  11690-3 0  9993,2 44250  52.9869 115.1258 0009234 267.0021 304.7602 16.26094342 73363,,,,,5eed7714096e590006985621
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-08-21T05:26:09,18 SPCS,STARLINK-66,2019-029W,EARTH,TEME,UTC,SGP4,2020-08-21T04:19:04.322496,16.51444328,0.0005799,52.999,193.8711,267.9489,92.4984,0,U,44255,999,7000,0.00012961,0.14819503,1.268e-05,6513.671,87.196,139.314,131.759,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-08-21,1,2805575,159804683,0 STARLINK-66,1 44255U 19029W   20234.17991114  .14819503  12680-4  12961-3 0  9999,2 44255  52.9990 193.8711 0005799 267.9489  92.4984 16.51444328 70002,,,,,5eed7714096e590006985622
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-10-23T09:36:13,18 SPCS,STARLINK-71,2019-029T,EARTH,TEME,UTC,SGP4,2022-10-23T09:15:15.078816,16.32897644,0.0006016,52.9739,210.0867,197.3842,272.4749,0,U,44252,999,18980,0.0044611,0.27897868,1.2073e-05,6562.901,88.187,188.714,180.818,PAYLOAD,LARGE,US,2019-05-24,AFETR,2022-10-23,1,3630084,215935428,0 STARLINK-71,1 44252U 19029T   22296.38559119  .27897868  12073-4  44611-2 0  9990,2 44252  52.9739 210.0867 0006016 197.3842 272.4749 16.32897644189806,,,,,5eed7714096e590006985623
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-22T10:06:09,18 SPCS,STARLINK-21,2019-029L,EARTH,TEME,UTC,SGP4,2020-09-21T23:33:30.923424,16.42788868,0.0006865,53.0037,83.312,333.5091,155.9539,0,U,44245,999,7436,0.0014539,0.31154212,1.2542e-05,6536.531,87.655,162.883,153.908,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-22,1,2831017,161893859,0 STARLINK-21,1 44245U 19029L   20265.98160791  .31154212  12542-4  14539-2 0  9997,2 44245  53.0037  83.3120 0006865 333.5091 155.9539 16.42788868 74360,,,,,5eed7714096e590006985624
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-05T19:46:08,18 SPCS,STARLINK-40,2019-029Z,EARTH,TEME,UTC,SGP4,2020-09-05T18:52:30.702144,16.55583557,0.0024929,52.9853,168.527,165.722,288.7645,0,U,44258,999,7175,0.00046875,0.99999999,1.2507e-05,6502.81,86.978,140.886,108.464,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-05,1,2814966,160785610,0 STARLINK-40,1 44258U 19029Z   20249.78646646  .99999999  12507-4  46875-3 0  9992,2 44258  52.9853 168.5270 0024929 165.7220 288.7645 16.55583557 71755,,,,,5eed7714096e590006985625
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-16T06:36:11,18 SPCS,STARLINK-42,2019-029X,EARTH,TEME,UTC,SGP4,2020-09-16T03:58:44.164416,16.44452279,0.0029517,52.9964,65.2221,24.7473,336.0349,0,U,44256,999,7403,0.00019197,0.10945764,1.2936e-05,6532.122,87.567,173.268,134.706,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-16,1,2824666,161473154,0 STARLINK-42,1 44256U 19029X   20260.16578894  .10945764  12936-4  19197-3 0  9991,2 44256  52.9964  65.2221 0029517  24.7473 336.0349 16.44452279 74033,,,,,5eed7714096e590006985626
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-12T02:06:09,18 SPCS,STARLINK-32,2019-029V,EARTH,TEME,UTC,SGP4,2020-09-12T01:13:36.104448,16.48299762,0.000733,52.9893,135.7261,230.4654,130.145,0,U,44254,999,7272,0.00080031,0.54783783,1.2528e-05,6521.953,87.362,148.599,139.038,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-12,1,2820258,161179109,0 STARLINK-32,1 44254U 19029V   20256.05111232  .54783783  12528-4  80031-3 0  9992,2 44254  52.9893 135.7261 0007330 230.4654 130.1450 16.48299762 72725,,,,,5eed7714096e590006985627
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-04T14:46:09,18 SPCS,STARLINK-45,2019-029AB,EARTH,TEME,UTC,SGP4,2020-09-04T07:45:46.533600,16.38652946,0.0009412,52.9913,174.9865,250.3159,109.8966,0,U,44260,999,7159,0.0021111,0.2512774,1.2274e-05,6547.525,87.877,175.552,163.227,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-04,1,2814243,160688146,0 STARLINK-45,1 44260U 19029AB  20248.32345525  .25127740  12274-4  21111-2 0  9998,2 44260  52.9913 174.9865 0009412 250.3159 109.8966 16.38652946 71599,,,,,5eed7714096e590006985628
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-01-26T23:46:19,18 SPCS,STARLINK-43,2019-029Y,EARTH,TEME,UTC,SGP4,2022-01-26T23:29:05.545824,16.52216489,0.0051498,52.9787,233.9804,182.5337,329.9097,0,U,44257,999,15078,0.00031058,0.77821569,1.1913e-05,6511.642,87.156,167.041,99.974,PAYLOAD,LARGE,US,2019-05-24,AFETR,2022-01-27,1,3284528,194689302,0 STARLINK-43,1 44257U 19029Y   22026.97853641  .77821569  11913-4  31058-3 0  9992,2 44257  52.9787 233.9804 0051498 182.5337 329.9097 16.52216489150781,,,,,5eed7714096e590006985629
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-05T03:26:09,18 SPCS,STARLINK-44,2019-029AC,EARTH,TEME,UTC,SGP4,2020-09-05T02:13:09.311232,16.35234008,0.0006119,52.9831,172.1242,239.5454,120.5504,0,U,44261,999,7165,0.0024119,0.19263879,1.2182e-05,6556.648,88.06,182.525,174.501,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-05,1,2814556,160755906,0 STARLINK-44,1 44261U 19029AC  20249.09246888  .19263879  12182-4  24119-2 0  9992,2 44261  52.9831 172.1242 0006119 239.5454 120.5504 16.35234008 71653,,,,,5eed7714096e59000698562a
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-10-15T12:16:08,18 SPCS,STARLINK-72,2019-029AE,EARTH,TEME,UTC,SGP4,2020-10-15T11:24:14.113440,16.49183723,0.000333,52.982,318.7786,292.8532,67.5533,0,U,44263,999,7817,0.00016439,0.12398314,1.2643e-05,6519.622,87.315,143.659,139.316,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-10-16,1,2852737,163509580,0 STARLINK-72,1 44263U 19029AE  20289.47516335  .12398314  12643-4  16439-3 0  9992,2 44263  52.9820 318.7786 0003330 292.8532  67.5533 16.49183723 78173,,,,,5eed7714096e59000698562b
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-28T17:36:09,18 SPCS,STARLINK-49,2019-029AD,EARTH,TEME,UTC,SGP4,2020-09-27T20:12:36.285696,16.23728101,0.0008965,53.0037,53.0192,308.653,51.7564,0,U,44262,999,7533,0.0027635,0.07478847,1.1984e-05,6587.586,88.684,215.356,203.545,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-29,1,2837054,162370859,0 STARLINK-49,1 44262U 19029AD  20271.84208664  .07478847  11984-4  27635-2 0  9996,2 44262  53.0037  53.0192 0008965 308.6530  51.7564 16.23728101 75338,,,,,5eed7714096e59000698562c
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-10-14T00:36:09,18 SPCS,STARLINK-52,2019-029AA,EARTH,TEME,UTC,SGP4,2020-10-13T17:23:45.076992,16.33038265,0.0006539,52.9866,227.4445,235.724,124.3359,0,U,44259,999,7918,0.0014109,0.08958567,1.2115e-05,6562.524,88.179,188.68,180.098,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-10-13,1,2851446,163426277,0 STARLINK-52,1 44259U 19029AA  20287.72482728  .08958567  12115-4  14109-2 0  9993,2 44259  52.9866 227.4445 0006539 235.7240 124.3359 16.33038265 79185,,,,,5eed7714096e59000698562d
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-14T20:46:09,18 SPCS,STARLINK-54,2019-029AH,EARTH,TEME,UTC,SGP4,2020-09-14T20:31:28.168896,16.52546679,0.0020137,52.9827,119.6547,244.8039,224.076,0,U,44266,999,7318,0.0001,0.16097244,1.2572e-05,6510.774,87.138,145.75,119.529,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-15,1,2823179,161384067,0 STARLINK-54,1 44266U 19029AH  20258.85518714  .16097244  12572-4  10000-3 0  9997,2 44266  52.9827 119.6547 0020137 244.8039 224.0760 16.52546679 73184,,,,,5eed7714096e59000698562e
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-10-13T16:56:09,18 SPCS,STARLINK-63,2019-029AG,EARTH,TEME,UTC,SGP4,2020-10-13T16:16:39.726048,16.40378467,5.78e-05,52.9803,332.3076,316.8106,43.5401,0,U,44265,999,7785,0.0020466,0.29311092,1.2381e-05,6542.932,87.784,165.176,164.419,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-10-13,1,2851288,163381387,0 STARLINK-63,1 44265U 19029AG  20287.67823757  .29311092  12381-4  20466-2 0  9992,2 44265  52.9803 332.3076 0000578 316.8106  43.5401 16.40378467 77859,,,,,5eed7714096e59000698562f
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-02T06:26:10,18 SPCS,STARLINK-51,2019-029AP,EARTH,TEME,UTC,SGP4,2020-09-02T05:27:34.557120,16.38700138,0.0004195,52.9819,186.8253,246.1664,114.4298,0,U,44272,999,7118,0.0012012,0.14112946,1.2301e-05,6547.399,87.874,172.011,166.517,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-02,1,2812873,160575176,0 STARLINK-51,1 44272U 19029AP  20246.22748330  .14112946  12301-4  12012-2 0  9990,2 44272  52.9819 186.8253 0004195 246.1664 114.4298 16.38700138 71189,,,,,5eed7714096e590006985630
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-16T04:36:09,18 SPCS,STARLINK-69,2019-029AJ,EARTH,TEME,UTC,SGP4,2020-09-15T23:53:25.924416,16.31646927,0.0006351,52.9852,113.5784,300.7439,212.2782,0,U,44267,999,7341,0.0019064,0.10522816,1.219e-05,6566.254,88.254,192.289,183.949,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-09-16,1,2824454,161469695,0 STARLINK-69,1 44267U 19029AJ  20259.99543894  .10522816  12190-4  19064-2 0  9997,2 44267  52.9852 113.5784 0006351 300.7439 212.2782 16.31646927 73410,,,,,5eed7714096e590006985631
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-10-14T22:36:09,18 SPCS,STARLINK-59,2019-029AN,EARTH,TEME,UTC,SGP4,2020-10-14T13:42:08.011584,16.30723255,0.0003539,52.9879,323.6967,53.2438,81.7998,0,U,44271,999,7803,0.0013629,0.06839568,1.214e-05,6568.733,88.304,192.923,188.274,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-10-15,1,2852326,163479750,0 STARLINK-59,1 44271U 19029AN  20288.57092606  .06839568  12140-4  13629-2 0  9994,2 44271  52.9879 323.6967 0003539  53.2438  81.7998 16.30723255 78035,,,,,5eed7714096e590006985632
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-12-26T09:56:08,18 SPCS,STARLINK-60,2019-029AQ,EARTH,TEME,UTC,SGP4,2020-12-26T08:56:34.743840,16.42262567,0.0005472,52.9738,231.8413,237.7623,123.7494,0,U,44273,999,9074,0.0010665,0.19593865,1.2379e-05,6537.927,87.683,163.37,156.215,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-12-26,1,2910138,168384886,0 STARLINK-60,1 44273U 19029AQ  20361.37262435  .19593865  12379-4  10665-2 0  9997,2 44273  52.9738 231.8413 0005472 237.7623 123.7494 16.42262567 90747,,,,,5eed7714096e590006985633
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-10-24T03:46:11,18 SPCS,STARLINK-24,2019-029D,EARTH,TEME,UTC,SGP4,2022-10-24T02:45:44.392032,16.35579023,0.0007129,52.9908,211.8922,210.8041,289.1727,0,U,44238,999,18984,0.0041432,0.34454348,1.2142e-05,6555.726,88.042,182.265,172.918,PAYLOAD,LARGE,US,2019-05-24,AFETR,2022-10-24,1,3630605,215998499,0 STARLINK-24,1 44238U 19029D   22297.11509713  .34454348  12142-4  41432-2 0  9996,2 44238  52.9908 211.8922 0007129 210.8041 289.1727 16.35579023189843,,,,,5eed7714096e590006985634
2.0,GENERATED VIA SPACE-TRACK.ORG API,2021-03-09T01:16:12,18 SPCS,STARLINK-55,2019-029AK,EARTH,TEME,UTC,SGP4,2021-03-09T01:09:48.163968,16.55493516,0.0004294,53.1,298.079,211.0752,300.1477,0,U,44268,999,10120,0.00062063,0.99999999,1.2761e-05,6503.046,86.983,127.704,122.119,PAYLOAD,LARGE,US,2019-05-24,AFETR,2021-03-09,1,2978300,173060436,0 STARLINK-55,1 44268U 19029AK  21068.04847412  .99999999  12761-4  62063-3 0  9995,2 44268  53.1000 298.0790 0004294 211.0752 300.1477 16.55493516101208,,,,,5eed7714096e590006985635
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-08-09T09:26:08,18 SPCS,STARLINK-41,2019-029AU,EARTH,TEME,UTC,SGP4,2020-08-09T08:57:30.860640,16.37648131,0.0015013,52.9901,257.7587,227.2645,148.1546,0,U,44277,999,6811,0.0001,0.01090556,1.2276e-05,6550.203,87.93,181.902,162.234,PAYLOAD,LARGE,US,2019-05-24,AFETR,2020-08-09,1,2798569,159046028,0 STARLINK-41,1 44277U 19029AU  20222.37327385  .01090556  12276-4  10000-3 0  9993,2 44277  52.9901 257.7587 0015013 227.2645 148.1546 16.37648131 68116,,,,,5eed7714096e590006985636
